文本内容|实体关系1
 Properties of the soils developed from the amphibolites of Santiago-Ponte Ulla Spain|{[1,11],NN},{[44,56],NN},Cause-Effect
Speaking of nerdy sweaters my girlfriend knit me a Mugatu sweater for xmas a few years back|{[18,25],NN},{[30,40],NN},Product-Producer
Nearly all transcribed interview text was on the subject of smoking cessation |{[33,37],NN},{[68,77],VBP},Message-Topic
The Declaration urged that such strategies address the root causes and risk factors of crime and victimization|{[32,42],NN},{[60,66],DT},Other
Behind him crouch canaille of minor letters sins venial sycophantic hacks with shady past|{[36,43],NN},{[18,26],DT},Member-Collection
D G Phalke's Raja Harishchandra is the earliest Indian fiction film made by an Indian director |{[63,67],NN},{[86,94],NN},Product-Producer
The author has published a statement on a website calling the diagnosis an embuggerance|{[27,36],VBZ},{[4,10],JJ},Product-Producer
 Wealth is migrating into communities in Verde Valley/Sedona|{[1,7],VBZ},{[26,37],VBP},Entity-Destination
He was a maker of things a builder of institutions  a harvester and disseminator and progenitor of ideas and the means whereby those ideas were made flesh|{[38,50],VBP},{[27,34],NN},Product-Producer
The ministers went away from the December conference |{[4,13],NN},{[42,52],VBP},Entity-Origin
Our company has released five computer applications to the Apple's online shops |{[39,51],NN},{[74,79],NN},Entity-Destination
This farm equipment adopts the air-cooled diesel engine  which is very suitable to the place where lacks of water or is difficult to fetch water|{[49,55],CC},{[10,19],NN},Component-Whole
Natural rubber latex or synthetic rubber is the main ingredient used for making rubber latex dipped products |{[100,108],NN},{[8,14],NN},Entity-Origin
Bogus water collectors have dropped flyers into people's letter boxes |{[36,42],NN},{[64,69],NN},Entity-Destination
EU is pouring a million into next next generation mobile |{[16,23],NN},{[50,56],NN},Entity-Destination
Solar disturbances such as flares prominences and sunspots increase the amount of radiation from the sun |{[50,53],JJ},{[82,91],DT},Cause-Effect
We pulled the engine out to fix the main oil gasket on the crank of the engine |{[59,64],VBP},{[14,20],CC},Component-Whole
A vivid comment was made by the German critic  Walter Benjamin|{[8,15],VBP},{[39,45],NN},Product-Producer
The results support the theoretical model conceptualizing alcohol use and misuse as being the product of stress caused by constraints and resources brought to bear simultaneously by agent personality structures of daily life and macro social structures|{[138,147],NN},{[105,111],NN},Cause-Effect
 Negotiations between the European Community and Greenland on a fourth protocol concerning the implementation of the agreement were concluded at 13 September 2000|{[1,13],NN},{[71,79],NN},Message-Topic
Taylor reflected on his actions in a 2003 interview |{[42,51],VBP},{[24,31],JJ},Message-Topic
The rope of the swing makes an angle of 10 with the downward vertical|{[4,8],MD},{[16,21],NN},Component-Whole
 Garbage is rapidly becoming the topic of discussion in business meetings political conventions and even at the dinner table|{[42,52],NN},{[1,8],DT},Message-Topic
When the great union of the popular masses of France opposed the great union of the adherents of the monarchy and the victory of 'political reform' had been attained many countries followed the French example and undertook all sorts of 'political reforms'|{[15,20],NN},{[36,42],DT},Other
The company invested a million into a new product for potential profit|{[23,30],NN},{[42,49],NN},Entity-Destination
A significant portion of head and neck cancers  anal cancers and cancer of the larynx are caused by the human papillomavirus |{[110,124],DT},{[39,46],DT},Cause-Effect
 Light is composed of particles or corpuscles which are refracted by accelerating into a denser medium|{[22,31],DT},{[1,6],NN},Component-Whole
 Overpopulation and poverty cause tension not only within communities and countries but throughout the world|{[1,15],NN},{[34,41],NN},Cause-Effect
Taylor's accomplice killed the victim with a coat hanger |{[50,56],DT},{[9,19],JJ},Instrument-Agency
A great resume is the best tool for a successful career transition |{[8,14],NN},{[56,66],VBZ},Other
The thermocouple was in a box to prevent it from being sprayed with liquid nitrogen and in a small block of thermal insulation to reduce excessive cycling|{[4,16],NN},{[26,29],NN},Content-Container
The only light in the house was radiating from the TV screen |{[54,60],NN},{[9,14],NN},Cause-Effect
Under a giant silk cocoon created by an army of caterpillars  the shape of a Honda is just about visible|{[19,25],VBP},{[48,60],DT},Product-Producer
In other news a young and deadly kitten has absconded from an interrogation room at about 3:00 AM this morning|{[33,39],NN},{[76,80],MD},Entity-Origin
In economic terms the ecological catastrophe caused by the Prestige oil spill is comparable with that caused by the Exxon Valdez|{[72,77],NN},{[33,44],DT},Cause-Effect
He drags and drops the file icon into a folder |{[23,32],NN},{[40,46],NN},Entity-Destination
In this article most of the photos are taken with the fish oriented with the head of the fish pointing away from you and and turned upside down|{[77,81],VBZ},{[54,58],NN},Component-Whole
Tense is a temporal linguistic quality expressing the time |{[31,38],VBZ},{[54,58],NN},Other
Slowly with a shaking hand he reached out and grasped the axe by the haft |{[69,73],DT},{[58,61],NN},Component-Whole
The team stapled the plastic along the joists with heavy duty staple guns to hold it in place|{[69,73],JJ},{[4,8],VBZ},Instrument-Agency
However legal experts expressed surprise at the car manufacturer 's stance|{[48,51],DT},{[52,64],DT},Product-Producer
The beautiful outside of the store is complementary to the local surroundings and is designed to be a store of the community|{[14,21],JJ},{[29,34],NN},Other
The qualitative chapters appear earlier in the book and focus on the issue of political legitimacy re the core of this fundamental handbook on heterogeneous catalysis|{[16,24],VBP},{[47,51],NN},Component-Whole
An important aim concerning enamel and dentin erosion is to identify agents that might protect the tooth surface from demineralization|{[28,34],VBZ},{[46,53],NN},Other
A representative is a technical guarantor a partner or an officer of an enterprise who is a member of the corporation and who is designated as a representative for the enterprise in accordance with sections 79 and 80 of the Regulation respecting the internal management of the Corporation of Master Electricians of Quebec|{[58,65],NN},{[106,117],VBP},Other
I learned my recipe from a Cuban lady |{[13,19],NN},{[33,37],DT},Entity-Origin
The man has written his most high-profile work yet a poem to be broadcast on television to mark the fifth anniversary of the World Trade Center attacks|{[42,46],MD},{[4,7],DT},Product-Producer
When the layers have separated the lower layer drained into a beaker ; this phase is thrown away|{[9,14],DT},{[62,68],VBZ},Entity-Destination
Biomagnetic Research in Arizona makes a range of devices for neutralizing radiation from computers and other sources|{[89,98],VBP},{[74,83],DT},Cause-Effect
The family members also get great joy from dogs doing tricks and great for family activities|{[43,47],MD},{[34,37],NN},Cause-Effect
Her father also was a member of the new party and supported Abraham Lincoln|{[40,45],DT},{[4,10],DT},Member-Collection
A maker of electric cars plans to use old GM plant in Delaware|{[20,24],DT},{[2,7],DT},Product-Producer
 Astrophysicists have discovered a new explanation for the early composition of our solar system|{[39,50],NNP},{[1,16],NN},Product-Producer
The immigrant population comes from the Pacific region |{[14,24],MD},{[48,54],NN},Entity-Origin
 Natron is an ingredient for making a distinct color called Egyptian blue|{[1,7],DT},{[47,52],VBP},Other
The handle of the stick was covered with plastic material for more durability Figure - 3|{[4,10],DT},{[18,23],NN},Component-Whole
Once outside the python was placed in a bag  which was put inside a dog crate |{[40,43],DT},{[72,77],VBP},Entity-Destination
The current band arrived from the Lafayette competition |{[12,16],DT},{[44,55],VBP},Entity-Origin
This course teaches home builders when to use concrete for a paving or floor project|{[46,54],VBP},{[25,33],NN},Instrument-Agency
The residents of Capistrano need to wash their cars after the annual flight of swallows returns|{[79,87],VBZ},{[69,75],NN},Member-Collection
The US forces have withdrawn due to the damage caused by the eruption and the typhoon |{[78,85],NN},{[40,46],DT},Cause-Effect
The riot resulted in the deaths of 196 people and led to a major reform in the country's economic policy favouring the Malays|{[4,8],NN},{[25,31],VBZ},Cause-Effect
She poured flour into a flat metal pan |{[11,16],NN},{[35,38],DT},Entity-Destination
The goods have been delivered to the buyer |{[4,9],MD},{[37,42],JJ},Entity-Destination
Canine flea infestation is caused by fleas which are small wingless blood-sucking insects|{[7,11],NN},{[12,23],VBP},Cause-Effect
It turned out that the bag was full of sand and had been inadvertently left behind by JanSport a company that makes backpacks|{[39,43],DT},{[23,26],DT},Content-Container
In this case report we describe a young female with BCS which was the result of a combination of risk factors  including the recently discovered G20210A|{[82,93],VBP},{[102,109],DT},Other
He went up to Oxford during the war to read English and after war service in India codirected The Tempest with Neville Coghill in an outdoor production by the Worcester College lake |{[141,151],NN},{[177,181],DT},Other
He founded the Emmaus Program an annual convocation of diocesan clergy for their continuing education and spiritual formation in 1983|{[40,51],VBP},{[64,70],VBP},Other
Over the entrance to the left circular chapel is the tomb of Pius II 1475 finished by a follower of the Andrea Bregno|{[53,57],MD},{[88,96],NN},Product-Producer
 Money for communication is invested into Ethernet technology |{[1,6],MD},{[51,61],NN},Entity-Destination
Stella Liebeck is the woman who sued McDonalds after she suffered a serious burn after the spilling of a cup of coffee on her lap|{[91,99],NN},{[76,80],JJ},Cause-Effect
The bending caused a fracture on the tension side of the test specimen but the UHMP fiber ribbon held the fractured parts together|{[4,11],NN},{[21,29],VBZ},Cause-Effect
